age,indus,indus_yard_owner,indus_yard_manager,indus_ft_groom,indus_pt_groom,indus_pt_ride_train,indus_ft_ride_train,indus_instructor,indus_indus_prof,indus_lecturer,indus_committee,indus_retail,blank,indus_open,prof_farrier,prof_edt,prof_physio,prof_alt_therapy,prof_saddler,prof_nutritionist,prof_eq_vet,prof_eq_vn,prof_vet,prof_vn,prof_open,yrs,org,org_bhs_scot,org_bhs,org_pc,org_breed_assoc,org_bs,org_bs_duplicate,org_be,org_bd,org_bsha,org_serc,org_rda,org_bds,org_rc,org_open,qual,qual_bhs1_2,qual_bhs3_4,qual_bhs_prof,qual_pc_a,qual_pc_bc,qual_pc_de,qual_nc_horse,qual_hnc_eq,qual_hnd_eq,qual_svq_3,qual_svq_1_2,qual_ma,qual_dipwcf,qual_ntq_sadd,qual_ug_eq,qual_pg_eq,qual_vn_qual,qual_vet_qual,qual_open,conf_pastureman,conf_herdman,conf_turnoutroutine,conf_typepf,conf_amountpf,conf_typef,conf_amountf,conf_rug,bcs_monitor,bcs_how,bcs_how_open,bcs_by_prof,wgt_monitor,wgt_how,wgt_summer,wgt_autumn,wgt_winter,wgt_spring,pres_forage_spring_sum,pres_forage_aut_wint,pres_forage_choice,pres_forage_lam,pres_forage_ems,pres_forage_weight,pres_forage_colic,pres_forage_egus,pres_forage_resp,pres_forage_yard_availability,pres_forage_region_availability,pres_forage_cost,pres_forage_open,pres_forage_feed,pres_forage_prefer_other,pres_forage_pref_same_fed,pres_forage_analysis,pres_forage_analysis_aware,feed_bal,feed_bal_reason_forage,feed_bal_reason_boost,feed_bal_reason_conc,feed_bal_reason_replace,feed_bal_reason_cal,feed_bal_reason_energy,feed_bal_reason_munch,feed_bal_reason_open,exercise_imp,conf_rec_lam,conf_rec_obesity,conf_rec_ems,conf_rec_colic,conf_rec_ppid,conf_rec_loc
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,01-Mar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Neutral,Neutral,Neutral,Neutral,Fairly confident,Fairly confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,No,Weekly,Visual assessment,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight gain,Aim to encourage weight loss,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Don't know,Yes,No,No,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,4,4,3,3,3,4
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Neutral,Weekly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Occasionally,Tape measure,NA,NA,Aim to maintain weight,NA,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Soaked hay,NA,Yes,Don't know,No,Yes,Yes,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,4,4,1,5,1,5
18-25,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Highland pony society ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Very confident,Very confident,Daily,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight gain,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Haylage,NA,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Training & development,5,5,3,3,5,5
Under 18,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Part time yard work,No,No,No,No,No,No,No,No,No,No,No,04-Sep,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Neutral,Not confident at all,Neutral,Neutral,Neutral,Fairly confident,Fairly confident,Fairly confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Never,NA,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,NA,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Haylage,NA,Yes,Don't know,Yes,NA,No,No,No,No,No,No,No,No,Managing weight,3,3,1,3,2,3
18-25,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Monthly,Body condition scoring using a 1-5 scale system,NA,No,Monthly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight gain,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,They are both under 3 so I feed a stud balancer to ensure they get all the nutrients they need to grow ,Relieving boredom / providing stimulation,4,4,3,4,4,4
41-60,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Equine podiatrist ,?30,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Daily,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Forage substitute (E.g. short chop fibre ),Straw,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,5,5,4,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Monthly,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Soaked hay,NA,No,No,No,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,2,3,1,2,3,3
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Fairly confident,Not confident at all,Not confident at all,Neutral,Neutral,Fairly confident,Occasionally,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Soaked hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,3,5,2,5
18-25,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Fairly confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Neutral,Occasionally,Estimation through visual assessment only,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Enjoyment / hobby,5,5,2,3,1,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,No,Never,NA,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Haylage,NA,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Relieving boredom / providing stimulation,4,4,4,4,4,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Neutral,Neutral,Fairly confident,Weekly,Estimation through visual assessment only,NA,No,Weekly,Visual assessment,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight gain,Aim to maintain weight,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Don't know,No,Yes,No,Yes,No,No,No,No,No,No,Reduce swelling and ease arthritis ,2,5,1,3,1,4
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Diploma in Equine Shiatsu,Very confident,Fairly confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Body condition scoring using a 1-5 scale system,NA,Yes,Occasionally,Weighbridge,Aim to maintain weight,Aim to encourage weight gain,Aim to encourage weight loss,Aim to maintain weight,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Enjoyment / hobby,5,5,5,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Annually,Taking measurements and using an online body condition calculator,NA,Yes,Annually,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,Don't know,Yes,Yes,No,Yes,No,No,No,No,No,No,Training & development,5,5,1,5,1,5
41-60,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,TRSS,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Centre operator...TRSS,assistant instructor...RDA,riding & road safety...BHS,Equine & people...first aid",Very confident,Fairly confident,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Occasionally,Estimation through visual assessment and feeling the horse's body,NA,Yes,Occasionally,Other,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Don't know,No,Yes,No,No,No,No,No,No,No,Have available all year balance lick in stable,All of the above,5,5,3,5,4,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Neutral,Neutral,Neutral,Neutral,Fairly confident,Occasionally,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,No,Yes,No,No,No,No,No,No,No,NA,Maintaining fitness for their discipline,4,5,2,3,2,4
26-40,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Very confident,Very confident,Daily,Body condition scoring using a 1-9 scale system,Also use a weigh tape monthly. Assess when gorthing.,Yes,Monthly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Maintaining fitness for their discipline,4,4,3,4,4,4
Over 60,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,NPS.   BEIRC.  NCPA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Other,have  weigh scales,No,Weekly,Weighbridge,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Haylage,hay in summer,No,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,4,5,4,5,4,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Neutral,Very confident,Very confident,Neutral,Neutral,Neutral,Neutral,Neutral,Weekly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Weekly,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Hay,NA,No,No,No,No,No,No,No,No,No,No,No,No,Relieving boredom / providing stimulation,3,3,1,1,1,3
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Monthly,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Monthly,Tape measure,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Haylage,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Managing weight,3,5,1,4,3,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Neutral,Occasionally,Estimation through visual assessment and feeling the horse's body,NA,Yes,Annually,Visual assessment,Aim to maintain weight,NA,NA,NA,NA,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Haylage,NA,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,4,4,4,4,3,4
41-60,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,British grooms association ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Monthly,Visual assessment,NA,NA,Aim to encourage weight loss,NA,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Training & development,5,5,2,5,2,5
26-40,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Sheath cleaner ,No,No,No,No,No,No,No,No,No,No,Sheath cleaner ,Oct-19,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,British grooms association ,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Neutral,Neutral,Fairly confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,Yes,Daily,Visual assessment,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Managing weight,3,2,2,1,1,3
41-60,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Daily,Estimation through visual assessment and feeling the horse's body,NA,No,Occasionally,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Maintaining fitness for their discipline,5,5,5,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Monthly,Estimation through visual assessment only,NA,Yes,Occasionally,Tape measure,Aim to encourage weight gain,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,Don't know,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,4,4,2,3,2,3
26-40,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Neutral,A little,A little,Fairly confident,Monthly,"Measurement of heart-girth, belly-girth and neck",NA,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,All of the above! Fun!,4,4,3,5,4,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Neutral,Fairly confident,Very confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Weekly,Body condition scoring using a 1-5 scale system,Also girth changes eg how high girth goes up,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Steamed hay,NA,No,No,Yes,No,No,No,No,No,No,No,No,No,Managing weight,3,4,3,3,3,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Very confident,Very confident,Weekly,Body condition scoring using a 1-5 scale system,NA,No,Weekly,Visual assessment,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Hay,NA,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Training & development,5,5,3,5,3,5
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,"Measurement of heart-girth, belly-girth and neck",Weigh tape,Yes,Daily,Tape measure,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Mixture of hay and haylage,NA,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Managing weight,4,5,5,4,3,3
Over 60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,?30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,NA,Very confident,Very confident,Monthly,Estimation through visual assessment and feeling the horse's body,NA,No,Monthly,Visual assessment,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,organising quality supply is difficult sometimes ,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Training & development,3,5,2,4,4,5
26-40,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Very confident,Fairly confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Weekly,Body condition scoring using a 1-5 scale system,Also by eye and ability to tie girth easily ...or not!,Yes,Occasionally,Tape measure,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,3,4,3,5
Under 18,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Fairly confident,Very confident,Fairly confident,Fairly confident,Very confident,Weekly,Estimation through visual assessment only,Can’t read these choices on a phone they are too long ,Yes,Occasionally,Weighbridge,Aim to maintain weight,Aim to encourage weight gain,Aim to maintain weight,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,5,5,5,5,5,5
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Very confident,Neutral,Fairly confident,Fairly confident,Fairly confident,Neutral,Neutral,Fairly confident,Monthly,Estimation through visual assessment and feeling the horse's body,NA,Yes,Occasionally,Visual assessment,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to encourage weight loss,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hay,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,4,4,2,4,2,4
41-60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20-29,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Weekly,"Measurement of heart-girth, belly-girth and neck",Occasional use of a weigh bridge,Yes,Weekly,Tape measure,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Aim to maintain weight,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Haylage,NA,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Training & development,4,5,3,4,3,4
26-40,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Oct-19,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Fairly confident,Fairly confident,Fairly confident,Fairly confident,Daily,Estimation through visual assessment and feeling the horse's body,Weight tape and veterinary advice also,No,Annually,Visual assessment,Aim to encourage weight loss,Aim to maintain weight,Aim to maintain weight,Aim to encourage weight loss,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Hay,NA,Yes,Don't know,Yes,No,No,No,No,No,No,No,No,No,Enjoyment / hobby,4,4,1,3,3,4
Under 18,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,04-Sep,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Fairly confident,Very confident,Daily,Other,NA,No,Daily,Visual assessment,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,Aim to encourage weight loss,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Hay,NA,Yes,Don't know,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Managing weight,5,5,4,5,4,4
